Plot,Date,Species,Tag,StemTag,DBH.cm,Code,Notes,StemID,NaturalArea,ForestType,Genus,Sp,Family,DBH Class
LM-MM,26-Jun,ACERUB,1550,1,41.6,L,,1550_1,Little_Mountain,Mixed_Mesophytic,Acer,rubrum,Sapindaceae,40 to 50
LM-MM,26-Jun,ACERUB,1551,1,27.8,L,,1551_1,Little_Mountain,Mixed_Mesophytic,Acer,rubrum,Sapindaceae,20 to 40
SG-HH-1,7-Jul,ACERUB,1882,1,6.7,"W,A","POM at 1.22m, knots",1882_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,5.1 to 10
SG-HH-1,7-Jul,ACERUB,1883,1,5.6,"I,L,A","large splits and knots on trunk, POM at 1.29m",1883_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,5.1 to 10
SG-HH-1,7-Jul,ACERUB,1885,1,35.1,"I,A","POM at 1.2m, knots, trunk is irregular",1885_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
SG-HH-1,7-Jul,ACERUB,1889,1,11.7,L,,1889_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,10 to 20
SG-HH-1,7-Jul,ACERUB,1890,1,6.5,"M,W",soft tape,1890_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,5.1 to 10
SG-HH-1,7-Jul,ACERUB,1890,2,4.8,"M,W",soft tape,1890_2,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,0 to 5
SG-HH-1,7-Jul,ACERUB,1901,1,7.5,L,"curved, growing into/around 1900",1901_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,5.1 to 10
SG-HH-1,7-Jul,ACERUB,1902,1,10.6,N/A,,1902_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,10 to 20
SG-HH-1,7-Jul,ACERUB,1905,1,19.6,W,slightly curved,1905_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,10 to 20
SG-HH-1,7-Jul,ACERUB,1906,1,12,"I,W","soft tape, knot near POM maybe swollen",1906_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,10 to 20
SG-HH-1,7-Jul,ACERUB,1942,1,21.5,N/A,,1942_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
SG-HH-1,7-Jul,ACERUB,1959,1,6,W,,1959_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,5.1 to 10
SG-HH-1,7-Jul,ACERUB,1961,1,8.4,L,slight lean,1961_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,5.1 to 10
SG-HH-1,7-Jul,ACERUB,1962,1,2.4,A,POM at 1.28m,1962_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,0 to 5
SG-HH-1,7-Jul,ACERUB,1965,1,6,W,soft tape,1965_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,5.1 to 10
SG-HH-1,7-Jul,ACERUB,1976,1,35.3,I,trunk slightly irregular,1976_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
SG-HH-1,8-Jul,ACERUB,2011,1,59.2,"L, I",slight lean,2011_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,>50
SG-HH-1,8-Jul,ACERUB,2015,1,42.9,N/A,,2015_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,40 to 50
SG-HH-1,8-Jul,ACERUB,2024,1,19.5,N/A,,2024_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,10 to 20
SG-HH-1,8-Jul,ACERUB,2052,1,36.7,N/A,,2052_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
SG-HH-1,8-Jul,ACERUB,2054,1,56.6,N/A,,2054_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,>50
SG-HH-1,8-Jul,ACERUB,2056,1,35.9,I,trunk a little irregular,2056_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
SG-HH-1,8-Jul,ACERUB,2067,1,12.6,N/A,,2067_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,10 to 20
SG-HH-2,8-Jul,ACERUB,2095,1,24.6,N/A,,2095_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
SG-HH-2,8-Jul,ACERUB,2147,1,37.4,L,slight lean,2147_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
SG-HH-2,8-Jul,ACERUB,2151,1,14.3,A,"POM at 1.28m, knot",2151_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,10 to 20
SG-HH-2,8-Jul,ACERUB,2161,1,58.8,L,,2161_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,>50
SG-HH-2,8-Jul,ACERUB,2185,1,22.8,L ,slight lean,2185_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
SG-HH-2,8-Jul,ACERUB,2198,1,27,N/A,,2198_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
SG-HH-2,8-Jul,ACERUB,2264,1,127.3,I,"ground is sloped, two trees fused together",2264_1,Stebbins_Gulch,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,>50
BA-HH,10-Jul,ACERUB,2359,1,29.4,L,,2359_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
BA-HH,10-Jul,ACERUB,2366,1,7.2,L,,2366_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,5.1 to 10
BA-HH,13-Jul,ACERUB,2384,1,29.6,L,,2384_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
BA-HH,13-Jul,ACERUB,2406,1,6.4,L,,2406_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,5.1 to 10
BA-HH,14-Jul,ACERUB,2414,1,9.9,W,,2414_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,5.1 to 10
BA-HH,14-Jul,ACERUB,2433,1,19,N/A,,2433_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,10 to 20
BA-HH,14-Jul,ACERUB,2435,1,34.6,I,trunk weird shape,2435_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
BA-HH,14-Jul,ACERUB,2436,1,26.9,L,slight lean,2436_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
BA-HH,14-Jul,ACERUB,2440,1,41.8,N/A,,2440_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,40 to 50
BA-HH,14-Jul,ACERUB,2441,1,32.3,N/A,,2441_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
BA-HH,14-Jul,ACERUB,2447,1,24.4,N/A,,2447_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
BA-HH,14-Jul,ACERUB,2448,1,24.5,N/A,,2448_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
BA-HH,14-Jul,ACERUB,2450,1,13.9,A,"POM at 1.26m, knot",2450_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,10 to 20
BA-HH,14-Jul,ACERUB,2451,1,37.4,I,stem a little irregular,2451_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
BA-HH,14-Jul,ACERUB,2452,1,23.9,N/A,,2452_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
BA-HH,14-Jul,ACERUB,2454,1,21.2,N/A,,2454_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
BA-HH,14-Jul,ACERUB,2458,1,14.7,N/A,poor health,2458_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,10 to 20
BA-HH,14-Jul,ACERUB,2489,1,5.7,L,,2489_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,5.1 to 10
BA-HH,14-Jul,ACERUB,2491,1,42.6,N/A,,2491_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,40 to 50
BA-HH,14-Jul,ACERUB,2492,1,20.8,N/A,,2492_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
BA-HH,14-Jul,ACERUB,2493,1,17.2,L,,2493_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,10 to 20
BA-HH,14-Jul,ACERUB,2494,1,35.1,I,,2494_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
BA-HH,14-Jul,ACERUB,2495,1,27.1,N/A,,2495_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
BA-HH,14-Jul,ACERUB,2498,1,15,N/A,,2498_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,10 to 20
BA-HH,14-Jul,ACERUB,2503,1,41.8,N/A,,2503_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,40 to 50
BA-HH,14-Jul,ACERUB,2504,1,17.3,N/A,,2504_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,10 to 20
BA-HH,14-Jul,ACERUB,2506,1,14.8,N/A,,2506_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,10 to 20
BA-HH,14-Jul,ACERUB,2507,1,15.9,L,,2507_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,10 to 20
BA-HH,14-Jul,ACERUB,2517,1,36.4,A,"POM at 0.5, large hole that caused us to lower a lot",2517_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,20 to 40
BA-HH,14-Jul,ACERUB,2520,1,18.1,N/A,,2520_1,Baldwin,Hemlock_Hardwood,Acer,rubrum,Sapindaceae,10 to 20
BA-OH-2,14-Jul,ACERUB,2531,1,36.1,N/A,,2531_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,20 to 40
BA-OH-2,14-Jul,ACERUB,2538,1,25.1,N/A,,2538_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,20 to 40
BA-OH-2,14-Jul,ACERUB,2544,1,33.8,N/A,,2544_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,20 to 40
BA-OH-2,14-Jul,ACERUB,2548,1,45.6,N/A,,2548_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,40 to 50
BA-OH-2,14-Jul,ACERUB,2554,1,48.7,N/A,,2554_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,40 to 50
BA-OH-2,14-Jul,ACERUB,2569,1,43.3,L,,2569_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,40 to 50
BA-OH-2,14-Jul,ACERUB,2571,1,40,N/A,,2571_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,20 to 40
BA-OH-2,15-Jul,ACERUB,2629,1,12.5,L,,2629_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,10 to 20
BA-OH-2,15-Jul,ACERUB,2638,1,47.8,N/A,,2638_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,40 to 50
BA-OH-2,15-Jul,ACERUB,2640,1,43.9,N/A,,2640_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,40 to 50
BA-OH-2,15-Jul,ACERUB,2717,1,29.8,L,,2717_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,20 to 40
BA-OH-1,15-Jul,ACERUB,2786,1,18,N/A,,2786_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,10 to 20
BA-OH-1,15-Jul,ACERUB,2788,1,32.6,N/A,,2788_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,20 to 40
BA-OH-1,15-Jul,ACERUB,2830,1,4.2,L,,2830_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACERUB,2841,1,8.1,A,"POM at 1.26m, knot",2841_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACERUB,2848,1,59.5,"L,I","trunk irregular, many divots",2848_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,>50
BA-OH-1,20-Jul,ACERUB,2853,1,15.3,A,"POM at 1.245, knots",2853_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,10 to 20
BA-OH-1,20-Jul,ACERUB,2855,1,52.1,I,"soft tape, gnarled bark",2855_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,>50
BA-OH-1,20-Jul,ACERUB,2857,1,12.9,N/A,,2857_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,10 to 20
BA-OH-1,20-Jul,ACERUB,2858,1,51.6,I,"trunk slightly irregular, divots",2858_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,>50
BA-OH-1,20-Jul,ACERUB,2867,1,22.7,N/A,,2867_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,20 to 40
BA-OH-1,20-Jul,ACERUB,2869,1,62.9,N/A,,2869_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,>50
BA-OH-1,20-Jul,ACERUB,2874,1,35.9,N/A,,2874_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,20 to 40
BA-OH-1,20-Jul,ACERUB,2875,1,23,N/A,,2875_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,20 to 40
BA-OH-1,20-Jul,ACERUB,2877,1,74.3,"I, L",peeling bark,2877_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,>50
BA-OH-1,20-Jul,ACERUB,2886,1,8.2,W,"curved, stick used",2886_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACERUB,2906,1,5.8,"X,L","main stem split near base, soft tape, poor health",2906_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,5.1 to 10
BA-OH-1,20-Jul,ACERUB,2928,1,76.4,N/A,,2928_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,>50
BA-OH-1,20-Jul,ACERUB,2958,1,54.1,"L, I",trunk odd shape,2958_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,>50
BA-OH-1,20-Jul,ACERUB,2962,1,28.3,"L, I",trunk odd shape,2962_1,Baldwin,Oak_Hickory,Acer,saccharum,Sapindaceae,20 to 40
BA-OH-1,20-Jul,ACERUB,2965,1,26.1,L,sad canopy,2965_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,20 to 40
BA-OH-1,20-Jul,ACERUB,2970,1,26.3,N/A,,2970_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,20 to 40
BA-OH-1,20-Jul,ACERUB,2971,1,30.8,I,Trunk irregular,2971_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,20 to 40
BA-OH-1,20-Jul,ACERUB,2974,1,3.4,"W,A","POM at 1.28m, knot",2974_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,0 to 5
BA-OH-1,20-Jul,ACERUB,2976,1,48,N/A,,2976_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,40 to 50
BA-OH-1,20-Jul,ACERUB,2980,1,19.1,N/A,"dead top of crown, sad",2980_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,10 to 20
BA-OH-1,20-Jul,ACERUB,2982,1,55.4,"I,L",open spot in trunk,2982_1,Baldwin,Oak_Hickory,Acer,rubrum,Sapindaceae,>50
CW-MM,18-May,ACESAC,1,1,24.3,L,,1_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,20 to 40
CW-MM,18-May,ACESAC,4,1,25.5,L,,4_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,20 to 40
CW-MM,18-May,ACESAC,5,1,1.9,N/A,,5_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,18-May,ACESAC,6,1,2.2,N/A,,6_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,18-May,ACESAC,7,1,11.2,L,Leaning Heavily,7_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,10 to 20
CW-MM,18-May,ACESAC,10,1,1.5,N/A,,10_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,18-May,ACESAC,9,1,1.3,N/A,,9_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,18-May,ACESAC,12,1,21.4,N/A,,12_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,20 to 40
CW-MM,18-May,ACESAC,14,1,3.2,N/A,,14_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,18-May,ACESAC,13,1,5.9,L,,13_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,5.1 to 10
CW-MM,18-May,ACESAC,11,1,46,"I,M,A",split just above POM. Really wide mostly down trunk.  POM at 0.8m,11_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,40 to 50
CW-MM,18-May,ACESAC,16,1,18.6,N/A,,16_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,10 to 20
CW-MM,18-May,ACESAC,19,1,8,L,,19_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,5.1 to 10
CW-MM,19-May,ACESAC,21,1,9.8,N/A,,21_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,5.1 to 10
CW-MM,19-May,ACESAC,23,1,12.6,N/A,,23_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,10 to 20
CW-MM,19-May,ACESAC,24,1,17.1,A,POM at 1.15m,24_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,10 to 20
CW-MM,19-May,ACESAC,26,1,19,N/A,,26_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,10 to 20
CW-MM,19-May,ACESAC,27,1,23.9,L,large hole w/ swelling @ base,27_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,20 to 40
CW-MM,19-May,ACESAC,31,1,1.6,N/A,,31_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,19-May,ACESAC,32,1,2,N/A,,32_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,19-May,ACESAC,33,1,15.6,L,slight lean,33_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,10 to 20
CW-MM,19-May,ACESAC,35,1,4.8,N/A,,35_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,19-May,ACESAC,36,1,3,"M,L",,36_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,19-May,ACESAC,36,2,1.8,"M,L",,36_2,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,19-May,ACESAC,37,1,2.5,N/A,,37_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,19-May,ACESAC,38,1,1.6,L,,38_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,19-May,ACESAC,39,1,1.5,"L,B",,39_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,19-May,ACESAC,40,1,1.3,L,,40_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,19-May,ACESAC,42,1,12.7,"L,X",double lead that broke off,42_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,10 to 20
CW-MM,19-May,ACESAC,43,1,17.6,N/A,Knot,43_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,10 to 20
CW-MM,19-May,ACESAC,44,1,17.6,A,POM at 1.25,44_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,10 to 20
CW-MM,19-May,ACESAC,48,1,1.6,L,splits above POM,48_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,19-May,ACESAC,49,1,1.2,L,,49_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,19-May,ACESAC,50,1,1.5,N/A,,50_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,19-May,ACESAC,55,1,2.3,L,,55_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,19-May,ACESAC,56,1,2.9,N/A,,56_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,19-May,ACESAC,57,1,1.8,L,,57_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,19-May,ACESAC,58,1,1.9,"L,B",,58_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,19-May,ACESAC,59,1,1.9,L,,59_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,20-May,ACESAC,61,1,2,N/A,,61_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,20-May,ACESAC,63,1,2.9,N/A,,63_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,20-May,ACESAC,64,1,2.2,N/A,,64_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,20-May,ACESAC,65,1,17.7,L,,65_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,10 to 20
CW-MM,20-May,ACESAC,66,1,3.2,N/A,,66_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,20-May,ACESAC,67,1,7.4,N/A,,67_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,5.1 to 10
CW-MM,20-May,ACESAC,68,1,1.3,L,,68_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,20-May,ACESAC,69,1,12.4,"W, B",soft measure used,69_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,10 to 20
CW-MM,20-May,ACESAC,70,1,8.6,W,soft measure used ,70_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,5.1 to 10
CW-MM,20-May,ACESAC,71,1,10.7,N/A,,71_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,10 to 20
CW-MM,20-May,ACESAC,72,1,2.5,L,"upper half of stem is dead/dying, but still has leaves. ",72_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,20-May,ACESAC,73,1,2.7,W,soft measure used,73_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,20-May,ACESAC,74,1,3.4,W,soft measure used,74_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,20-May,ACESAC,77,1,2.3,L,,77_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,20-May,ACESAC,79,1,2.9,W,soft measure used,79_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,20-May,ACESAC,80,1,1.6,L,,80_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,20-May,ACESAC,81,1,7.3,N/A,,81_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,5.1 to 10
CW-MM,20-May,ACESAC,82,1,22.2,L,,82_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,20 to 40
CW-MM,20-May,ACESAC,83,1,2.3,N/A,,83_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,20-May,ACESAC,85,1,4.3,N/A,tag will most likely fall,85_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,20-May,ACESAC,86,1,3.4,L,,86_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,20-May,ACESAC,87,1,1.8,"B,L",,87_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,22-May,ACESAC,91,1,4.5,W,soft measure used ,91_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,22-May,ACESAC,92,1,3.7,N/A,,92_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,22-May,ACESAC,93,1,2.3,N/A,,93_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,22-May,ACESAC,94,1,3.3,"L,I",,94_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,22-May,ACESAC,95,1,2.1,L,,95_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,22-May,ACESAC,97,1,1.6,"W,L",soft measure used ,97_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,22-May,ACESAC,98,1,1.8,L,branch below POM,98_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,22-May,ACESAC,99,1,11.3,N/A,,99_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,10 to 20
CW-MM,22-May,ACESAC,101,1,32.2,L,,101_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,20 to 40
CW-MM,22-May,ACESAC,102,1,1.4,L,slight lean,102_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,22-May,ACESAC,103,1,1.8,N/A,,103_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,22-May,ACESAC,104,1,3,L,,104_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
CW-MM,22-May,ACESAC,105,1,1.5,L,,105_1,Corning_Woods,Mixed_Mesophytic,Acer,saccharum,Sapindaceae,0 to 5
